StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,NAT1,NAT2,NAT3,NAT4,NAT5,NAT6,PAT1,PAT2,PAT3,PAT4,PAT5,PAT6,PAT7,PAT8,PAT9,SDO1,SDO2,SDO3,SDO4,SDO5,SDO6,SDO7,SDO8,AUTH1,AUTH2,AUTH3,TRUMP,OFFIC_1,OFFIC_5,OFFIC_6,OFFIC_7,OFFIC_8,OFFIC_9,OFFIC_10,GEND,GEND_1,LIBCON,LEAN,PPP1,PPP1_4_TEXT,RSTRON,DSTRON,PLEAN,BORN,RACE,RACE_1,CITI,condition,MTurkCode,MemoryWords1,MemoryWords2
2/12/20 18:57,2/12/20 19:01,IP Address,00.000.0.00,100,219,TRUE,2/12/20 19:01,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Neither agree nor disagree,Slightly agree,Strongly disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Slightly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither approve nor disapprove,51,44,61,66,0,17,51,Female,,Slightly conservative,,Republican,,Not very strong Republican,,,1987,Hispanic American or Latino American,,Yes,0,12345678,"apple, good, bottle","happy, tree, fun"
2/12/20 18:48,2/12/20 19:03,IP Address,00.000.0.00,100,892,TRUE,2/12/20 19:03,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,Somewhat agree,,Somewhat agree,Somewhat agree,Somewhat agree,Slightly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Slightly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Slightly agree,Somewhat agree,Neither agree nor disagree,Somewhat approve,56,67,35,60,35,40,35,Male,,Somewhat liberal,,Democrat,,,Not very strong Democrat,,1991,"White or European American,Black, Afro-Caribbean, or African American",,Yes,2,12345678,"happy, good, bottle","apple, tree, fun"
2/12/20 19:01,2/12/20 19:04,IP Address,00.000.0.00,100,167,TRUE,2/12/20 19:04,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Somewhat agree,Slightly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Slightly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disapprove,78,0,88,84,0,0,70,Female,,Somewhat liberal,,Democrat,,,Strong Democrat,,1984,White or European American,,Yes,0,12345678,"apple, tree, happy","fun, good, bottle"
2/12/20 19:01,2/12/20 19:04,IP Address,00.000.0.00,100,185,TRUE,2/12/20 19:04,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disapprove,69,0,90,50,0,13,26,Male,,Very liberal,,Democrat,,,Strong Democrat,,1989,White or European American,,Yes,1,12345678,"happy,tree,fun","apple, good, bottle"
2/12/20 18:48,2/12/20 19:04,IP Address,00.000.0.00,100,942,TRUE,2/12/20 19:04,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly approve,0,100,0,0,100,100,0,Male,,Very conservative,,Republican,,Strong Republican,,,1998,White or European American,,Yes,2,12345678,"happy, tree, bottle","apple, good , fun"
2/12/20 19:03,2/12/20 19:05,IP Address,00.000.0.00,100,145,TRUE,2/12/20 19:05,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat disagree,Somewhat agree,Somewhat disagree,Slightly disagree,Somewhat disagree,Neither agree nor disagree,Slightly agree,Somewhat disagree,Slightly disagree,Slightly agree,Slightly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Slightly agree,Somewhat disagree,Strongly disapprove,77,0,100,61,18,11,63,Female,,Very liberal,,Democrat,,,Strong Democrat,,1978,White or European American,,Yes,1,12345678,"apple, good, bottle","happy, tree, fun"
2/12/20 18:55,2/12/20 19:07,IP Address,00.000.0.00,100,713,TRUE,2/12/20 19:07,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disapprove,95,0,70,88,7,20,51,Female,,Very liberal,,Democrat,,,Strong Democrat,,1989,"Black, Afro-Caribbean, or African American",,Yes,1,12345678,"happy, good, bottle","apple, tree, fun"
2/12/20 19:01,2/12/20 19:07,IP Address,00.000.0.00,100,359,TRUE,2/12/20 19:07,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disapprove,60,0,79,100,48,15,100,Female,,Slightly liberal,,Democrat,,,Strong Democrat,,1968,White or European American,,Yes,2,12345678,"apple, tree, happy","fun, good, bottle"
2/12/20 19:02,2/12/20 19:09,IP Address,00.000.0.00,100,401,TRUE,2/12/20 19:09,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Slightly agree,Neither agree nor disagree,Somewhat disagree,Slightly disagree,Slightly agree,Slightly disagree,Somewhat agree,Strongly agree,Somewhat agree,Slightly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Slightly agree,Somewhat agree,Strongly agree,Slightly approve,57,57,59,78,61,41,55,Female,,I haven't thought much about this.,Liberal,Independent voter,,,,Neither party,1981,East Asian or Asian American,,Yes,0,12345678,"happy,tree,fun","apple, good, bottle"
2/12/20 19:08,2/12/20 19:10,IP Address,00.000.0.00,100,175,TRUE,2/12/20 19:10,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Slightly agree,Slightly disagree,Somewhat disagree,Slightly agree,Somewhat agree,Slightly disagree,Strongly agree,Slightly agree,Slightly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly approve,8,58,90,0,53,65,27,Male,,Slightly conservative,,Republican,,Not very strong Republican,,,1997,White or European American,,Yes,2,12345678,"happy, tree, bottle","apple, good , fun"
2/12/20 19:09,2/12/20 19:12,IP Address,00.000.0.00,100,174,TRUE,2/12/20 19:12,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Slightly agree,Neither agree nor disagree,Somewhat disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Slightly disagree,Somewhat disagree,Slightly disagree,Strongly disapprove,77,6,92,82,6,20,71,Male,,Very liberal,,Democrat,,,Strong Democrat,,1984,White or European American,,Yes,0,12345678,"apple, good, bottle","happy, tree, fun"
2/12/20 19:10,2/12/20 19:15,IP Address,00.000.0.00,100,293,TRUE,2/12/20 19:15,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither approve nor disapprove,0,50,0,0,0,50,0,Male,,"Moderate, middle of the road",,Independent voter,,,,Neither party,1992,White or European American,,Yes,2,12345678,"happy, good, bottle","apple, tree, fun"
2/12/20 19:13,2/12/20 19:16,IP Address,00.000.0.00,100,141,TRUE,2/12/20 19:16,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Neither agree nor disagree,Slightly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Somewhat agree,Slightly agree,Somewhat agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Strongly agree,Somewhat approve,66,100,69,71,71,68,72,Male,,Somewhat conservative,,Republican,,Strong Republican,,,1980,"Black, Afro-Caribbean, or African American",,Yes,1,12345678,"apple, tree, happy","fun, good, bottle"
2/12/20 19:13,2/12/20 19:16,IP Address,00.000.0.00,100,151,TRUE,2/12/20 19:16,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Slightly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Somewhat agree,Slightly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disapprove,59,4,88,54,4,3,22,Male,,Somewhat liberal,,Independent voter,,,,Democratic Party,1987,White or European American,,Yes,2,12345678,"happy,tree,fun","apple, good, bottle"
2/12/20 19:13,2/12/20 19:17,IP Address,00.000.0.00,100,221,TRUE,2/12/20 19:17,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Slightly agree,Slightly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disapprove,98,0,90,80,0,2,60,Male,,Somewhat liberal,,Democrat,,,Strong Democrat,,1972,White or European American,,Yes,0,12345678,"happy, tree, bottle","apple, good , fun"
2/12/20 19:13,2/12/20 19:17,IP Address,00.000.0.00,100,229,TRUE,2/12/20 19:17,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Strongly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Somewhat agree,Slightly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat approve,9,76,25,0,72,72,9,Male,,Somewhat conservative,,Independent voter,,,,Republican Party,1977,White or European American,,Yes,2,12345678,"apple, good, bottle","happy, tree, fun"
2/12/20 19:15,2/12/20 19:18,IP Address,00.000.0.00,100,122,TRUE,2/12/20 19:18,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Strongly agree,Strongly agree,Slightly disagree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly approve,0,100,0,0,100,100,0,Male,,Very conservative,,Republican,,Strong Republican,,,1993,White or European American,,Yes,1,12345678,"happy, good, bottle","apple, tree, fun"
2/12/20 19:14,2/12/20 19:18,IP Address,00.000.0.00,100,254,TRUE,2/12/20 19:18,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Slightly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disapprove,95,0,85,95,0,0,75,Female,,Somewhat liberal,,Democrat,,,Strong Democrat,,1958,White or European American,,Yes,1,12345678,"apple, tree, happy","fun, good, bottle"
2/12/20 19:13,2/12/20 19:20,IP Address,00.000.0.00,100,385,TRUE,2/12/20 19:20,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Slightly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Slightly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disapprove,77,23,100,76,76,77,51,Female,,Slightly liberal,,Another party (please specify),libertarian,,,Neither party,1980,White or European American,,Yes,1,12345678,"happy,tree,fun","apple, good, bottle"
2/12/20 19:14,2/12/20 19:20,IP Address,00.000.0.00,100,360,TRUE,2/12/20 19:20,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Slightly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Slightly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Slightly disagree,Neither approve nor disapprove,0,0,55,0,0,50,0,Male,,"Moderate, middle of the road",,Independent voter,,,,Neither party,1984,White or European American,,Yes,0,12345678,"happy, tree, bottle","apple, good , fun"
2/12/20 19:14,2/12/20 19:20,IP Address,00.000.0.00,100,342,TRUE,2/12/20 19:20,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Slightly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Slightly disagree,Somewhat agree,Somewhat agree,Slightly disagree,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Somewhat agree,Neither agree nor disagree,Slightly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Slightly agree,Somewhat disagree,,50,50,50,50,50,50,50,Female,,,,Independent voter,,,,Neither party,1990,White or European American,,Yes,2,12345678,"apple, good, bottle","happy, tree, fun"
2/12/20 19:15,2/12/20 19:20,IP Address,00.000.0.00,100,339,TRUE,2/12/20 19:20,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Neither agree nor disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Strongly agree,Strongly agree,Slightly disagree,Somewhat agree,Slightly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Slightly agree,Slightly disagree,Strongly agree,Somewhat agree,Slightly disagree,Slightly agree,Neither agree nor disagree,Strongly agree,Slightly agree,Slightly agree,Somewhat agree,Slightly approve,78,50,85,8,15,16,10,Female,,Slightly conservative,,Democrat,,,Not very strong Democrat,,1966,White or European American,,Yes,0,12345678,"happy, good, bottle","apple, tree, fun"
2/12/20 19:21,2/12/20 19:23,IP Address,00.000.0.00,100,102,TRUE,2/12/20 19:23,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat agree,Strongly agree,Slightly disagree,Slightly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disapprove,26,0,7,10,2,7,34,Male,,"Moderate, middle of the road",,Independent voter,,,,Neither party,1983,White or European American,,Yes,0,12345678,"apple, tree, happy","fun, good, bottle"
2/12/20 19:23,2/12/20 19:25,IP Address,00.000.0.00,100,125,TRUE,2/12/20 19:25,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disapprove,46,0,67,4,0,0,7,Male,,Very liberal,,Democrat,,,Strong Democrat,,1982,White or European American,,Yes,1,12345678,"happy,tree,fun","apple, good, bottle"
2/12/20 19:23,2/12/20 19:25,IP Address,00.000.0.00,100,143,TRUE,2/12/20 19:25,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Slightly agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disapprove,51,2,85,58,42,16,69,Male,,"Moderate, middle of the road",,Independent voter,,,,Neither party,1977,White or European American,,Yes,0,12345678,"happy, tree, bottle","apple, good , fun"
2/12/20 19:24,2/12/20 19:26,IP Address,00.000.0.00,100,124,TRUE,2/12/20 19:26,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disapprove,94,0,100,54,0,0,28,Male,,Very liberal,,Democrat,,,Strong Democrat,,1991,White or European American,,Yes,2,12345678,"apple, good, bottle","happy, tree, fun"
2/12/20 19:18,2/12/20 19:30,IP Address,00.000.0.00,100,699,TRUE,2/12/20 19:30,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat approve,0,70,55,0,0,0,0,Male,,"Moderate, middle of the road",,Independent voter,,,,Neither party,1989,White or European American,,Yes,2,12345678,"happy, good, bottle","apple, tree, fun"
2/12/20 19:29,2/12/20 19:32,IP Address,00.000.0.00,100,151,TRUE,2/12/20 19:32,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Strongly agree,Strongly agree,Slightly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly approve,50,100,23,0,50,20,42,Male,,Very conservative,,Republican,,Strong Republican,,,1991,White or European American,,Yes,0,12345678,"apple, tree, happy","fun, good, bottle"
2/12/20 19:26,2/12/20 19:33,IP Address,00.000.0.00,100,415,TRUE,2/12/20 19:33,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Slightly agree,Somewhat agree,Slightly disagree,Slightly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Somewhat disagree,Slightly agree,Somewhat agree,Strongly agree,Slightly disagree,Somewhat agree,Slightly disagree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Somewhat disagree,Somewhat disapprove,50,20,55,55,40,35,50,Male,,Slightly liberal,,Democrat,,,Not very strong Democrat,,1993,"Black, Afro-Caribbean, or African American",,Yes,2,12345678,"happy,tree,fun","apple, good, bottle"
2/12/20 19:28,2/12/20 19:35,IP Address,00.000.0.00,100,428,TRUE,2/12/20 19:35,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Slightly agree,Somewhat agree,Somewhat agree,Slightly agree,Somewhat agree,Slightly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Slightly agree,Strongly agree,Somewhat agree,Somewhat agree,Slightly agree,Somewhat agree,Strongly agree,Slightly disagree,Somewhat agree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Somewhat agree,Somewhat disagree,Slightly disagree,Strongly disapprove,22,0,87,16,7,0,18,Male,,Very liberal,,Democrat,,,Strong Democrat,,1995,Hispanic American or Latino American,,Yes,1,12345678,"happy, tree, bottle","apple, good , fun"
2/12/20 19:32,2/12/20 19:37,IP Address,00.000.0.00,100,321,TRUE,2/12/20 19:37,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Slightly agree,Somewhat agree,Slightly agree,Slightly agree,Somewhat agree,Somewhat agree,Somewhat agree,Slightly agree,Somewhat agree,Somewhat disagree,Slightly agree,Neither agree nor disagree,Somewhat agree,Slightly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Slightly agree,Somewhat disapprove,72,5,86,68,65,56,62,Male,,Somewhat liberal,,Democrat,,,Not very strong Democrat,,1980,White or European American,,Yes,2,12345678,"apple, good, bottle","happy, tree, fun"
2/12/20 19:38,2/12/20 19:43,IP Address,00.000.0.00,100,271,TRUE,2/12/20 19:43,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Somewhat agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disapprove,51,7,62,80,46,44,49,Female,,Slightly conservative,,Independent voter,,,,Republican Party,1983,White or European American,,Yes,0,12345678,"happy, good, bottle","apple, tree, fun"
2/12/20 19:55,2/12/20 19:57,IP Address,00.000.0.00,100,136,TRUE,2/12/20 19:57,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Somewhat disagree,Slightly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Slightly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disapprove,71,0,82,57,0,20,57,Male,,Somewhat liberal,,Democrat,,,Not very strong Democrat,,1976,White or European American,,Yes,1,12345678,"apple, tree, happy","fun, good, bottle"
2/12/20 18:48,2/12/20 18:48,IP Address,00.000.0.00,95,24,FALSE,2/12/20 22:49,R_0000000000000000,,,,,0,0,anonymous,EN,Yes,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly approve,50,50,50,50,50,50,50,Female,,,,,,,,,,,,,0,12345678,"happy,tree,fun","apple, good, bottle"